policy_id,policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported
POL101923,TX,1000,671.83,74,FEMALE,Masters,Sales,paintball,2024-08-31,Parked Car,Rear,Major Damage,,PA,North Sheri,10,1,3,1,No,2210.84,1854.85,Y
POL101965,NC,600,637.42,25,OTHER,High School,Manager,chess,2025-01-12,Parked Car,Rear,Total Loss,Fire,NC,New Jonathan,7,2,0,0,Yes,25719.84,24970.13,Y
POL119462,IL,500,1024.95,25,MALE,High School,Doctor,camping,2025-03-27,Vehicle Theft,Rear,Major Damage,,CA,Douglaschester,6,4,1,1,No,20239.56,22692.37,N
POL112578,CA,200,1336.16,63,FEMALE,PhD,Technician,paintball,2024-12-24,Multi-vehicle Collision,Rear,Minor Damage,Ambulance,OH,Port Brian,5,3,0,3,No,11997.78,10173.82,N
POL121159,FL,300,1145.6,32,FEMALE,Masters,Clerk,paintball,2024-04-27,Multi-vehicle Collision,Unknown,Minor Damage,,NY,New Susan,1,2,4,2,Yes,13278.58,24756.64,N
POL113445,NY,800,603.12,45,OTHER,PhD,Teacher,chess,2024-05-23,Vehicle Theft,Rear,Major Damage,Ambulance,NY,Jacquelinemouth,4,1,2,0,No,4199.29,3795.86,N
POL121287,MI,1000,1474.19,57,FEMALE,Masters,Technician,reading,2024-02-28,Multi-vehicle Collision,Unknown,Total Loss,,GA,Cheyennetown,2,2,0,1,No,4766.1,4269.23,N
POL120315,NY,1000,607.97,52,MALE,PhD,Doctor,chess,2025-02-12,Single Vehicle Collision,Side,Minor Damage,Ambulance,OH,Port Tylershire,10,3,3,4,No,7501.75,8984.18,N
POL113908,TX,400,903.97,62,MALE,College,Teacher,yachting,2025-01-11,Multi-vehicle Collision,Side,Total Loss,,IL,Port Vincentfurt,14,2,4,0,No,11741.66,16666.15,Y
POL117466,NY,600,1322.14,32,OTHER,PhD,Doctor,yachting,2025-01-26,Parked Car,Rear,Major Damage,Police,MI,North Amanda,12,2,4,1,Yes,27904.94,23361.97,N
POL128545,NY,200,1218.98,37,OTHER,Masters,Sales,movies,2024-02-11,Vehicle Theft,Unknown,Major Damage,,PA,West Joseph,19,3,2,5,Yes,4250.46,4349.64,Y
POL113711,TX,600,1082.98,58,MALE,PhD,Manager,camping,2024-12-21,Parked Car,Unknown,Major Damage,Police,TX,Williammouth,18,4,0,4,No,13798.6,13681.3,N
POL114191,NY,400,663.56,66,FEMALE,PhD,Sales,movies,2025-08-19,Parked Car,Side,Major Damage,,OH,Coryborough,0,1,3,2,No,15194.47,22007.17,N
POL110002,PA,500,641.06,60,FEMALE,College,Technician,movies,2025-04-18,Multi-vehicle Collision,Front,Major Damage,Fire,TX,Christophermouth,22,3,3,1,Yes,4892.19,4663.43,N
POL119186,FL,200,1181.07,26,OTHER,High School,Technician,yachting,2024-12-23,Single Vehicle Collision,Front,Total Loss,,FL,Johntown,21,3,4,2,Yes,13327.84,14246.4,Y
POL128415,GA,800,1297.98,46,OTHER,PhD,Clerk,reading,2024-07-14,Single Vehicle Collision,Side,Major Damage,Ambulance,NC,East Nicholas,17,3,0,5,Yes,11396.7,11677.28,N
POL106335,PA,200,1461.62,71,MALE,College,Manager,camping,2024-04-06,Multi-vehicle Collision,Side,Minor Damage,Police,OH,East Tammyville,12,2,0,0,No,11922.31,9947.12,N
POL112864,FL,200,746.04,30,OTHER,College,Sales,movies,2024-07-16,Vehicle Theft,Front,Total Loss,,TX,Hernandezshire,20,4,0,5,No,24077.53,22677.59,Y
POL114605,TX,500,668.04,38,OTHER,PhD,Teacher,hiking,2024-09-29,Multi-vehicle Collision,Front,Minor Damage,,CA,Matthewburgh,3,4,3,1,Yes,4222.09,3697.16,N
POL105614,NY,600,1450.21,42,MALE,College,Technician,hiking,2024-07-27,Single Vehicle Collision,Side,Total Loss,Fire,PA,Hoside,15,3,0,5,No,4303.27,7965.51,N
POL119711,GA,400,1222.06,56,OTHER,College,Clerk,reading,2024-06-06,Single Vehicle Collision,Side,Major Damage,,NC,East Samantha,21,4,1,0,Yes,8479.9,10386.97,N
POL110980,NC,800,720.27,29,OTHER,College,Technician,yachting,2024-12-02,Parked Car,Unknown,Minor Damage,Police,MI,Castroville,14,3,3,4,No,16099.62,21301.25,N
POL124629,OH,400,852.64,29,FEMALE,Masters,Manager,yachting,2024-10-21,Vehicle Theft,Side,Major Damage,Ambulance,NY,Port Tony,8,3,4,5,Yes,10891.84,12005.15,N
POL118205,MI,500,634.95,66,MALE,College,Clerk,yachting,2025-01-01,Single Vehicle Collision,Unknown,Minor Damage,Fire,CA,West Daniel,22,4,2,4,Yes,8877.2,14853.4,N
POL108678,IL,400,1453.17,58,MALE,PhD,Manager,paintball,2025-01-10,Single Vehicle Collision,Rear,Total Loss,Ambulance,NY,Sanchezbury,11,3,3,4,Yes,20590.79,20599.32,N
POL112638,OH,600,1258.08,46,MALE,College,Technician,hiking,2025-09-06,Multi-vehicle Collision,Front,Minor Damage,Ambulance,FL,West Tiffanyborough,14,1,0,2,No,8988.49,8914.52,N
POL111573,GA,700,1476.97,52,OTHER,Masters,Doctor,camping,2024-02-19,Parked Car,Rear,Major Damage,Fire,CA,Lake Rachel,23,1,1,4,No,6032.59,7476.97,N
POL112165,CA,600,1265.75,59,OTHER,College,Sales,chess,2024-02-09,Single Vehicle Collision,Rear,Total Loss,Fire,GA,North Victoria,7,2,1,0,No,13911.58,19319.16,N
POL106757,PA,700,1098.28,63,OTHER,PhD,Technician,camping,2025-07-24,Vehicle Theft,Unknown,Minor Damage,Fire,PA,West Douglas,8,3,3,3,Yes,1139.79,1216.91,N
POL121773,IL,600,1021.16,66,MALE,PhD,Sales,yachting,2025-06-14,Parked Car,Unknown,Minor Damage,Police,IL,East Melissaborough,15,3,1,2,No,15276.98,24427.49,N
POL107803,OH,500,1445.38,63,MALE,High School,Doctor,movies,2024-09-17,Single Vehicle Collision,Front,Minor Damage,Ambulance,GA,Cooperton,12,4,4,5,No,13780.8,13589.62,N
POL110549,GA,800,849.45,63,OTHER,High School,Doctor,movies,2025-09-11,Single Vehicle Collision,Front,Total Loss,Ambulance,GA,Chambersmouth,0,2,4,2,No,18887.53,19436.65,Y
POL127684,PA,400,1479.48,63,OTHER,PhD,Clerk,hiking,2025-01-11,Single Vehicle Collision,Rear,Minor Damage,Fire,NY,New Joelland,7,2,0,3,No,18675.18,24031.93,N
POL103748,IL,700,1380.0,25,OTHER,High School,Teacher,camping,2024-11-27,Parked Car,Front,Major Damage,,GA,South Kimberly,14,4,2,1,No,11869.23,12800.12,Y
POL106861,CA,1000,1273.37,37,MALE,College,Doctor,yachting,2024-08-16,Parked Car,Rear,Minor Damage,Fire,NC,Kathrynshire,14,1,2,4,Yes,13002.92,23508.15,N
POL113806,FL,300,1062.69,19,FEMALE,Masters,Technician,paintball,2023-12-07,Multi-vehicle Collision,Side,Major Damage,,CA,Port Russellborough,17,3,0,4,Yes,13545.73,17635.05,N
POL114963,NY,1000,673.07,72,MALE,PhD,Sales,yachting,2025-03-23,Vehicle Theft,Unknown,Total Loss,,PA,Port Jennifer,4,3,4,0,No,10516.95,14902.23,Y
POL110130,FL,300,1398.56,53,MALE,PhD,Manager,paintball,2025-11-01,Multi-vehicle Collision,Side,Minor Damage,Ambulance,CA,New William,14,1,2,5,No,13829.94,13560.19,Y
POL120248,GA,1000,825.79,32,MALE,College,Engineer,paintball,2025-01-22,Single Vehicle Collision,Side,Total Loss,Police,OH,Lake Richardbury,14,2,1,0,No,27894.89,24432.39,Y
POL102371,OH,500,1218.76,18,OTHER,PhD,Sales,chess,2024-06-06,Single Vehicle Collision,Unknown,Major Damage,Ambulance,GA,Hughesshire,19,2,3,0,Yes,9240.78,11395.17,Y
POL101464,MI,400,1494.88,54,OTHER,PhD,Doctor,reading,2025-09-30,Vehicle Theft,Side,Total Loss,,NC,Englishhaven,7,2,1,1,No,16683.07,15462.51,Y
POL109091,PA,1000,1037.85,69,OTHER,Masters,Manager,paintball,2024-02-16,Multi-vehicle Collision,Unknown,Minor Damage,Police,IL,New Sharonland,22,2,4,2,No,15841.96,15411.72,N
POL111130,OH,200,924.81,40,OTHER,College,Teacher,yachting,2025-04-19,Vehicle Theft,Unknown,Minor Damage,,PA,North Garrettmouth,22,3,3,0,Yes,1301.2,1609.87,N
POL115356,FL,600,615.71,75,MALE,High School,Teacher,hiking,2025-05-11,Multi-vehicle Collision,Unknown,Minor Damage,,FL,Tracychester,12,3,0,3,Yes,17635.8,21106.62,N
POL120764,PA,400,645.26,32,OTHER,College,Doctor,reading,2024-06-12,Vehicle Theft,Front,Minor Damage,Fire,PA,Port Ronaldfurt,3,1,1,5,No,2886.27,4932.11,N
POL114835,OH,300,851.77,21,FEMALE,Masters,Doctor,hiking,2025-11-04,Single Vehicle Collision,Front,Total Loss,Fire,FL,Lake Teresa,8,4,2,0,No,13288.3,13760.52,N
POL128015,IL,800,1433.27,38,MALE,College,Lawyer,hiking,2025-10-15,Single Vehicle Collision,Front,Total Loss,Ambulance,NY,South Heathermouth,2,2,2,0,No,10109.13,17016.05,Y
POL115141,CA,500,694.83,64,MALE,Masters,Teacher,camping,2024-11-28,Parked Car,Side,Major Damage,Ambulance,MI,Jamesborough,3,1,4,1,Yes,1378.47,1356.89,Y
POL109900,IL,300,1413.48,34,OTHER,PhD,Doctor,paintball,2024-11-30,Parked Car,Front,Major Damage,Fire,TX,Allenland,3,1,0,5,Yes,13506.27,22264.65,N
POL111212,NC,1000,950.05,72,MALE,Masters,Engineer,chess,2024-02-11,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,FL,East Paula,16,3,1,4,No,17282.7,21758.86,N
POL113740,NC,400,1076.36,25,OTHER,Masters,Technician,camping,2025-02-14,Single Vehicle Collision,Side,Total Loss,,GA,West Molly,13,2,2,2,Yes,1963.02,2134.61,Y
POL115658,OH,300,769.25,75,FEMALE,PhD,Engineer,reading,2024-03-11,Single Vehicle Collision,Rear,Total Loss,Fire,OH,Jonesfort,0,4,1,0,No,10298.29,11289.57,Y
POL107265,NC,700,1170.53,73,OTHER,PhD,Clerk,movies,2024-10-01,Vehicle Theft,Front,Total Loss,,MI,Danielleview,2,3,0,2,No,8306.13,8957.37,Y
POL126646,FL,1000,1024.72,19,OTHER,College,Engineer,paintball,2025-02-04,Parked Car,Rear,Minor Damage,Police,IL,Lake Charlesland,9,4,0,2,Yes,9130.38,17701.92,N
POL121104,IL,700,1250.59,39,FEMALE,High School,Lawyer,paintball,2025-04-04,Multi-vehicle Collision,Side,Minor Damage,Police,MI,Peterburgh,23,1,1,0,No,6127.66,11657.71,N
POL107688,NY,400,689.42,36,OTHER,Masters,Sales,chess,2024-08-22,Parked Car,Unknown,Major Damage,,TX,Hilltown,17,1,2,3,Yes,12935.41,11694.95,Y
POL114490,MI,200,1033.3,50,MALE,Masters,Engineer,camping,2025-01-08,Parked Car,Unknown,Major Damage,,OH,Owensfort,0,3,0,1,No,20795.92,24084.14,N
POL101366,CA,600,943.67,48,OTHER,PhD,Technician,reading,2024-07-20,Vehicle Theft,Rear,Major Damage,Police,PA,Jenniferfort,13,3,4,2,Yes,15363.15,21888.8,N
POL125674,PA,700,834.29,49,FEMALE,Masters,Clerk,movies,2024-07-30,Vehicle Theft,Rear,Minor Damage,Ambulance,OH,Sandersmouth,4,4,2,1,No,21330.36,20541.21,N
POL111519,PA,600,1225.0,21,MALE,High School,Doctor,camping,2024-08-15,Multi-vehicle Collision,Unknown,Total Loss,Fire,IL,Johnsshire,23,4,2,0,Yes,19258.25,22516.1,N
POL113626,CA,200,840.27,22,OTHER,High School,Technician,yachting,2024-09-23,Single Vehicle Collision,Unknown,Minor Damage,Fire,TX,Ericland,19,1,3,3,Yes,2044.26,3201.4,Y
POL118785,PA,700,885.96,27,FEMALE,Masters,Engineer,yachting,2024-08-02,Single Vehicle Collision,Side,Major Damage,Ambulance,NC,East Devinfort,8,3,3,3,No,12822.7,20657.65,N
POL113965,TX,300,1042.62,49,FEMALE,Masters,Engineer,reading,2024-04-17,Single Vehicle Collision,Unknown,Total Loss,,TX,Russellhaven,22,2,1,1,Yes,17913.1,21193.4,N
POL118361,TX,500,620.88,18,MALE,PhD,Clerk,yachting,2025-03-04,Multi-vehicle Collision,Unknown,Major Damage,Fire,NC,Fordmouth,10,2,3,1,No,9233.55,17714.71,Y
POL125379,OH,1000,1162.33,27,FEMALE,College,Manager,reading,2025-08-18,Multi-vehicle Collision,Front,Major Damage,Fire,FL,South Stephanieview,8,1,3,0,Yes,1231.54,1204.47,N
POL100081,CA,800,967.36,56,MALE,High School,Lawyer,yachting,2023-12-03,Single Vehicle Collision,Rear,Minor Damage,Ambulance,NY,West Tyler,3,3,0,5,Yes,11190.32,16483.76,N
POL129602,OH,800,1471.86,43,OTHER,College,Engineer,camping,2024-05-20,Multi-vehicle Collision,Unknown,Major Damage,,NC,Ashleeshire,4,1,2,1,Yes,2262.86,2297.68,N
POL128876,TX,600,909.51,18,FEMALE,PhD,Doctor,paintball,2025-09-01,Parked Car,Front,Minor Damage,Police,TX,Smithberg,8,1,2,4,Yes,13000.27,13101.69,N
POL111791,GA,200,947.65,32,OTHER,Masters,Clerk,hiking,2024-11-19,Vehicle Theft,Unknown,Total Loss,Police,PA,South Heather,13,1,3,0,No,1135.36,1187.19,N
POL107097,PA,400,794.46,21,MALE,Masters,Teacher,reading,2025-10-14,Single Vehicle Collision,Side,Major Damage,Fire,GA,Meganbury,14,1,0,3,Yes,18781.41,22324.37,N
POL122090,NY,800,1340.05,75,OTHER,High School,Sales,camping,2024-10-15,Vehicle Theft,Front,Minor Damage,Police,FL,Port Melissa,9,1,4,3,Yes,5421.46,5297.13,N
POL123118,NY,300,986.91,20,FEMALE,High School,Engineer,chess,2024-12-11,Parked Car,Side,Total Loss,Fire,IL,West Michele,23,1,3,1,Yes,24480.49,21433.58,N
POL109363,IL,800,618.93,40,MALE,High School,Engineer,chess,2024-11-25,Vehicle Theft,Side,Total Loss,,FL,East Anaton,12,2,2,2,Yes,15974.99,22106.62,N
POL104622,IL,1000,1316.71,40,OTHER,High School,Technician,yachting,2024-09-04,Multi-vehicle Collision,Unknown,Major Damage,Police,CA,East David,11,1,3,0,No,11643.98,10052.08,N
POL128958,GA,200,1200.68,40,FEMALE,High School,Sales,yachting,2024-02-28,Single Vehicle Collision,Rear,Major Damage,,MI,South Maryhaven,21,3,1,2,No,1583.99,2828.65,N
POL107826,GA,400,755.67,65,FEMALE,Masters,Lawyer,yachting,2024-05-01,Single Vehicle Collision,Front,Minor Damage,Ambulance,TX,East Kyle,17,1,3,4,No,24156.82,22724.83,N
POL129298,NY,700,1002.57,36,OTHER,PhD,Clerk,chess,2025-03-03,Multi-vehicle Collision,Rear,Minor Damage,,NC,Danaland,14,3,2,1,No,16275.82,17353.91,N
POL126970,MI,200,989.24,45,MALE,PhD,Doctor,reading,2024-07-31,Multi-vehicle Collision,Rear,Minor Damage,,FL,West Calvin,11,2,3,5,Yes,5200.43,4712.8,N
POL127904,PA,200,720.13,52,MALE,PhD,Manager,reading,2024-04-18,Parked Car,Front,Total Loss,Fire,CA,North Derek,16,3,4,1,Yes,12528.68,13787.16,N
POL126579,NY,1000,734.27,55,MALE,College,Technician,chess,2025-09-18,Parked Car,Unknown,Total Loss,Fire,OH,Carterside,6,1,1,2,No,3830.42,6346.81,N
POL123277,MI,1000,810.77,75,FEMALE,High School,Technician,yachting,2024-03-07,Single Vehicle Collision,Front,Minor Damage,Police,IL,South Martha,8,2,2,2,Yes,14639.64,16193.79,Y
POL112015,NY,700,854.31,32,FEMALE,Masters,Technician,movies,2023-12-30,Parked Car,Unknown,Minor Damage,Ambulance,MI,Williamschester,21,3,4,0,Yes,1919.12,2974.54,N
POL107576,OH,1000,1085.73,49,MALE,College,Lawyer,yachting,2024-10-20,Single Vehicle Collision,Side,Major Damage,,IL,Yvettebury,5,3,4,3,No,18514.01,19763.87,N
POL103134,FL,300,1415.43,35,MALE,Masters,Technician,hiking,2024-04-25,Single Vehicle Collision,Rear,Minor Damage,Fire,NC,New Kathleen,16,1,4,5,No,4576.35,7982.86,N
POL102206,TX,600,1235.31,61,OTHER,Masters,Doctor,movies,2024-03-24,Vehicle Theft,Unknown,Minor Damage,Police,MI,South Lisachester,5,3,2,5,No,10701.25,16644.88,Y
POL108726,CA,500,751.68,20,MALE,High School,Manager,camping,2025-08-02,Parked Car,Front,Major Damage,Police,MI,New Trevorland,0,1,2,5,No,26960.86,22634.2,N
POL109787,TX,1000,1390.3,56,MALE,High School,Doctor,reading,2025-02-02,Parked Car,Side,Total Loss,Ambulance,FL,Thomasfort,8,4,0,3,Yes,9073.1,9919.43,N
POL125757,PA,500,842.98,32,MALE,Masters,Teacher,paintball,2025-01-27,Vehicle Theft,Side,Major Damage,Ambulance,NC,Jamesshire,0,4,1,4,No,2233.14,3686.8,N
POL114315,MI,800,768.92,61,OTHER,PhD,Manager,movies,2025-06-24,Vehicle Theft,Side,Minor Damage,,NY,Port Jameston,9,4,0,2,No,3565.06,4868.58,N
POL116938,PA,300,1480.86,72,OTHER,PhD,Doctor,movies,2024-07-10,Parked Car,Front,Minor Damage,,CA,Bryanview,9,1,0,3,Yes,23313.94,22177.98,N
POL107489,GA,600,1323.9,71,MALE,High School,Teacher,paintball,2025-01-03,Parked Car,Side,Minor Damage,Ambulance,TX,Morrisonberg,8,4,4,2,No,11776.44,18102.99,N
POL127430,GA,200,614.38,45,OTHER,PhD,Lawyer,movies,2025-06-18,Parked Car,Rear,Minor Damage,Police,IL,Smithside,0,1,3,2,Yes,3752.07,3336.82,N
POL108491,GA,300,1050.56,51,FEMALE,High School,Engineer,yachting,2025-02-05,Multi-vehicle Collision,Front,Major Damage,Ambulance,CA,Cunninghamburgh,11,3,4,0,No,8439.23,13497.29,N
POL121672,NY,500,1009.2,60,MALE,Masters,Sales,paintball,2024-07-21,Parked Car,Side,Minor Damage,,GA,East Johntown,20,1,4,4,No,6270.13,10847.53,N
POL119003,FL,500,1429.07,58,FEMALE,High School,Lawyer,paintball,2024-06-24,Multi-vehicle Collision,Rear,Major Damage,Police,CA,South Jamieside,9,2,4,3,No,28746.54,24313.77,Y
POL114929,CA,600,1101.18,41,FEMALE,PhD,Teacher,camping,2024-05-13,Multi-vehicle Collision,Rear,Major Damage,,NY,Cynthiamouth,17,4,4,1,Yes,18832.69,18763.19,N
POL123754,OH,1000,827.37,31,FEMALE,High School,Lawyer,chess,2024-08-21,Vehicle Theft,Side,Total Loss,Police,PA,East Kellybury,15,2,2,4,Yes,1857.32,1565.32,N
POL129479,NC,700,939.53,68,FEMALE,High School,Sales,reading,2024-08-02,Vehicle Theft,Side,Minor Damage,Fire,MI,Jonathanview,3,4,3,0,No,16526.86,22870.99,N
POL102986,CA,300,718.82,67,MALE,PhD,Lawyer,yachting,2025-01-15,Parked Car,Unknown,Total Loss,Fire,PA,Murrayfort,21,3,2,3,Yes,9898.94,10107.31,N
POL108519,MI,200,837.22,71,MALE,Masters,Sales,reading,2023-11-11,Single Vehicle Collision,Side,Minor Damage,Fire,CA,East Matthewside,3,4,2,5,No,16261.89,22762.68,N
POL118470,IL,800,702.77,36,OTHER,Masters,Teacher,chess,2024-08-15,Single Vehicle Collision,Unknown,Total Loss,Police,IL,West Gabriella,20,4,4,3,Yes,7814.54,7858.87,N
POL115672,NC,1000,1481.77,48,FEMALE,College,Engineer,camping,2025-02-11,Multi-vehicle Collision,Side,Major Damage,,CA,Boothland,12,1,3,0,Yes,13720.55,18617.4,N
POL107877,IL,800,1302.71,24,FEMALE,PhD,Sales,hiking,2024-05-25,Multi-vehicle Collision,Front,Major Damage,Police,TX,Whiteport,11,4,3,3,No,1579.77,2372.33,N
POL121215,MI,800,1116.21,23,FEMALE,PhD,Teacher,paintball,2024-07-24,Single Vehicle Collision,Unknown,Total Loss,Police,OH,North Justinburgh,21,2,0,0,Yes,10213.5,8931.62,N
POL121719,PA,200,759.95,27,OTHER,Masters,Sales,movies,2023-12-15,Single Vehicle Collision,Rear,Major Damage,,MI,Kennethborough,4,3,2,1,Yes,7091.5,10809.46,N
POL109216,OH,700,1356.16,72,OTHER,High School,Manager,reading,2024-04-16,Parked Car,Rear,Major Damage,,FL,Lake Teresabury,17,1,4,3,No,10669.53,18930.5,N
POL119820,TX,200,936.89,19,MALE,High School,Clerk,yachting,2025-04-18,Single Vehicle Collision,Unknown,Total Loss,Fire,PA,Lake Francesmouth,15,3,1,4,Yes,18919.64,17386.29,N
POL114818,IL,600,1330.22,44,FEMALE,PhD,Teacher,yachting,2023-11-19,Parked Car,Front,Total Loss,Ambulance,PA,Toddton,17,1,3,3,No,9381.97,8234.3,N
POL129274,NY,800,687.81,52,MALE,High School,Engineer,chess,2024-06-25,Vehicle Theft,Front,Major Damage,Ambulance,FL,Klinechester,17,4,0,5,Yes,18850.5,18619.1,N
POL120562,NC,300,951.04,49,OTHER,High School,Doctor,camping,2025-01-06,Vehicle Theft,Unknown,Total Loss,,MI,South John,1,3,0,4,Yes,10405.2,18016.27,N
POL127311,GA,600,1199.33,21,MALE,High School,Sales,hiking,2025-02-17,Single Vehicle Collision,Front,Total Loss,,PA,Jenkinsbury,14,2,1,4,No,23701.32,21055.82,Y
POL112200,PA,700,1125.43,40,OTHER,Masters,Technician,hiking,2024-02-21,Vehicle Theft,Unknown,Total Loss,Police,MI,Lake Nicole,15,1,1,3,Yes,20072.87,22626.02,N
POL126476,OH,700,1024.34,26,MALE,College,Sales,reading,2024-03-21,Single Vehicle Collision,Front,Major Damage,,FL,New Lauraburgh,7,4,0,3,Yes,18443.67,17416.91,N
POL104862,OH,1000,715.32,58,OTHER,Masters,Doctor,hiking,2024-09-11,Single Vehicle Collision,Rear,Total Loss,,NY,Turnerside,4,2,2,2,No,18681.35,17394.72,Y
POL114008,NC,300,1057.57,65,MALE,PhD,Lawyer,camping,2025-08-26,Single Vehicle Collision,Side,Major Damage,Fire,GA,Port Janiceland,18,4,1,1,Yes,2014.77,2467.73,N
POL125498,FL,300,936.79,41,MALE,College,Engineer,hiking,2024-07-09,Single Vehicle Collision,Front,Total Loss,Fire,PA,North Jefferymouth,9,3,1,3,Yes,11212.19,15815.02,N
POL112571,TX,800,1139.01,39,OTHER,High School,Lawyer,hiking,2023-12-28,Vehicle Theft,Rear,Total Loss,Police,IL,Dawsonton,14,3,1,0,Yes,10191.46,19505.13,Y
POL104451,TX,600,1207.91,52,FEMALE,PhD,Clerk,reading,2025-05-17,Parked Car,Unknown,Major Damage,Ambulance,CA,West Beth,19,4,2,1,No,11268.52,16600.22,Y
POL111538,MI,300,639.96,30,OTHER,PhD,Lawyer,chess,2024-03-22,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,IL,North Shawn,1,3,4,5,Yes,8855.7,17252.78,N
POL108658,CA,300,618.35,75,OTHER,High School,Sales,camping,2024-07-03,Multi-vehicle Collision,Side,Total Loss,Police,PA,Bradleymouth,9,4,0,0,Yes,6125.82,10549.25,N
POL103159,CA,1000,677.02,73,OTHER,PhD,Clerk,hiking,2025-11-02,Multi-vehicle Collision,Side,Minor Damage,Police,GA,Kristaside,17,3,0,1,Yes,17310.75,23663.33,N
POL116460,CA,400,1181.2,55,FEMALE,High School,Sales,paintball,2025-04-23,Multi-vehicle Collision,Unknown,Total Loss,,NC,Port Josephland,18,4,3,0,Yes,3577.98,6262.23,Y
POL125440,OH,800,688.75,41,OTHER,College,Manager,paintball,2024-12-24,Vehicle Theft,Side,Major Damage,Police,CA,New Johnhaven,13,1,0,1,No,16380.16,16738.37,N
POL118869,OH,500,1070.07,47,FEMALE,High School,Doctor,reading,2024-08-30,Vehicle Theft,Rear,Minor Damage,Police,TX,Moralesfort,2,3,1,4,Yes,2846.04,3285.45,N
POL122168,GA,400,1440.26,54,MALE,Masters,Technician,movies,2024-01-29,Parked Car,Rear,Major Damage,Police,TX,Gordonberg,8,4,2,2,Yes,10650.6,8919.58,N
POL118367,MI,300,834.18,61,OTHER,Masters,Lawyer,reading,2024-08-22,Multi-vehicle Collision,Side,Total Loss,Fire,IL,Bridgesland,11,4,4,3,Yes,13329.23,22409.46,N
POL106526,NY,300,981.95,34,FEMALE,Masters,Technician,yachting,2024-11-26,Parked Car,Front,Total Loss,,OH,Crystalshire,5,3,4,5,No,4863.05,5102.35,Y
POL109793,IL,500,815.96,42,OTHER,High School,Teacher,movies,2025-09-20,Vehicle Theft,Rear,Minor Damage,Ambulance,MI,Johnnybury,18,2,3,1,No,12421.82,21317.68,N
POL120474,TX,200,615.1,19,MALE,PhD,Sales,paintball,2024-01-06,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,PA,West Bradley,11,3,2,5,Yes,4786.84,7943.29,Y
POL112329,MI,700,1002.05,42,MALE,College,Manager,paintball,2024-11-10,Parked Car,Rear,Total Loss,Fire,IL,Hobbsmouth,19,3,1,4,Yes,21437.39,23340.5,N
POL126737,MI,1000,1274.31,31,FEMALE,PhD,Technician,yachting,2024-12-19,Single Vehicle Collision,Front,Total Loss,,FL,Josephtown,0,4,1,5,Yes,8900.45,11722.62,N
POL115475,TX,700,734.58,65,FEMALE,College,Engineer,hiking,2025-03-04,Single Vehicle Collision,Side,Total Loss,Police,IL,Port Rebeccaview,1,2,1,3,No,12762.74,22172.69,N
POL112103,FL,300,1378.11,57,OTHER,PhD,Manager,reading,2024-08-24,Multi-vehicle Collision,Unknown,Major Damage,,GA,Port Kimberly,8,2,2,4,No,3744.62,4139.67,N
POL121588,MI,700,792.63,27,FEMALE,High School,Teacher,hiking,2024-10-02,Parked Car,Front,Major Damage,Ambulance,GA,Timothychester,1,4,0,5,No,11002.22,10236.47,N
POL103314,PA,400,1137.42,46,FEMALE,High School,Manager,chess,2023-11-12,Parked Car,Rear,Major Damage,,IL,Josephtown,16,3,3,2,Yes,1173.62,2078.82,N
POL126533,OH,700,1314.94,32,OTHER,Masters,Engineer,movies,2025-03-18,Single Vehicle Collision,Unknown,Major Damage,Police,CA,New Priscilla,6,3,2,4,No,3016.9,3219.01,N
POL125246,NY,1000,712.73,18,FEMALE,Masters,Engineer,movies,2025-02-06,Single Vehicle Collision,Front,Major Damage,Ambulance,CA,Sandovalside,7,4,3,2,Yes,9416.3,10257.71,N
POL104633,TX,400,720.79,61,OTHER,PhD,Clerk,paintball,2024-11-15,Vehicle Theft,Rear,Total Loss,Ambulance,MI,Port Micheal,5,1,2,3,Yes,12998.2,19925.25,N
POL118706,OH,400,648.78,49,OTHER,College,Manager,paintball,2024-12-01,Single Vehicle Collision,Front,Minor Damage,Police,FL,West Jordan,2,3,0,1,Yes,8002.63,7793.94,Y
POL113500,NY,200,856.85,21,MALE,High School,Teacher,chess,2025-08-29,Parked Car,Side,Minor Damage,Ambulance,CA,Joshuaview,8,3,0,0,No,20787.55,19044.58,N
POL108740,PA,1000,1155.72,44,OTHER,Masters,Teacher,hiking,2024-03-23,Parked Car,Front,Minor Damage,Fire,CA,Scottport,5,3,0,5,No,10646.03,9244.52,N
POL106249,TX,600,810.98,18,MALE,High School,Sales,paintball,2024-12-15,Parked Car,Unknown,Major Damage,Ambulance,NC,West Trevorfort,23,2,2,0,No,9977.08,18153.36,Y
POL104410,IL,600,1446.9,22,MALE,Masters,Doctor,hiking,2024-07-23,Vehicle Theft,Unknown,Total Loss,Police,IL,Davidland,14,4,1,0,Yes,6533.08,10577.31,Y
